1	-1.414581e+05	7.729847e-16	-1.414581e+05
2	-1.833105e+05	8.728497e-16	-1.833105e+05
3	-1.875201e+05	1.111467e-15	-1.875201e+05
4	-2.124147e+05	1.294363e-15	-2.124147e+05
5	-2.287325e+05	1.436403e-15	-2.287325e+05
6	-2.413041e+05	1.538459e-15	-2.413041e+05
7	-2.491171e+05	1.598208e-15	-2.491171e+05
8	-2.537102e+05	1.638107e-15	-2.537102e+05
9	-2.565885e+05	1.665730e-15	-2.565885e+05
10	-2.593903e+05	1.693126e-15	-2.593903e+05
11	-2.627928e+05	1.734455e-15	-2.627928e+05
12	-2.673256e+05	1.774639e-15	-2.673256e+05
13	-2.707852e+05	1.802432e-15	-2.707852e+05
14	-2.734079e+05	1.829222e-15	-2.734079e+05
15	-2.759224e+05	1.847037e-15	-2.759224e+05
16	-2.768780e+05	1.852008e-15	-2.768780e+05
17	-2.773355e+05	1.857770e-15	-2.773355e+05
18	-2.779890e+05	1.865223e-15	-2.779890e+05
19	-2.788545e+05	1.875377e-15	-2.788545e+05
20	-2.800232e+05	1.887869e-15	-2.800232e+05
21	-2.811683e+05	1.896499e-15	-2.811683e+05
22	-2.816689e+05	1.897911e-15	-2.816689e+05
23	-2.816079e+05	1.898459e-15	-2.816079e+05
24	-2.819807e+05	1.905859e-15	-2.819807e+05
25	-2.829938e+05	1.917326e-15	-2.829938e+05
26	-2.841518e+05	1.927810e-15	-2.841518e+05
27	-2.849061e+05	1.931328e-15	-2.849061e+05
28	-2.848064e+05	1.928035e-15	-2.848064e+05
29	-2.844363e+05	1.925892e-15	-2.844363e+05
30	-2.844244e+05	1.929123e-15	-2.844244e+05
31	-2.851140e+05	1.939245e-15	-2.851140e+05
32	-2.862556e+05	1.949750e-15	-2.862556e+05
33	-2.870173e+05	1.953669e-15	-2.870173e+05
34	-2.870410e+05	1.951431e-15	-2.870410e+05
35	-2.866852e+05	1.948416e-15	-2.866852e+05
36	-2.864870e+05	1.948635e-15	-2.864870e+05
37	-2.866663e+05	1.951977e-15	-2.866663e+05
38	-2.871360e+05	1.958737e-15	-2.871360e+05
39	-2.879308e+05	1.967079e-15	-2.879308e+05
40	-2.887349e+05	1.974408e-15	-2.887349e+05
41	-2.893435e+05	1.979243e-15	-2.893435e+05
42	-2.896558e+05	1.981247e-15	-2.896558e+05
43	-2.897858e+05	1.982993e-15	-2.897858e+05
44	-2.900174e+05	1.986710e-15	-2.900174e+05
45	-2.904785e+05	1.991635e-15	-2.904785e+05
46	-2.909110e+05	1.995252e-15	-2.909110e+05
47	-2.911850e+05	1.998027e-15	-2.911850e+05
48	-2.915563e+05	2.003292e-15	-2.915563e+05
49	-2.921879e+05	2.009861e-15	-2.921879e+05
50	-2.927771e+05	2.014934e-15	-2.927771e+05
51	-2.932274e+05	2.019504e-15	-2.932274e+05
52	-2.936953e+05	2.024201e-15	-2.936953e+05
53	-2.941313e+05	2.028000e-15	-2.941313e+05
54	-2.942438e+05	2.025383e-15	-2.942438e+05
55	-2.936909e+05	2.018971e-15	-2.936909e+05
56	-2.930468e+05	2.013729e-15	-2.930468e+05
57	-2.927316e+05	2.013843e-15	-2.927316e+05
58	-2.931278e+05	2.021616e-15	-2.931278e+05
59	-2.941980e+05	2.033537e-15	-2.941980e+05
60	-2.953532e+05	2.043177e-15	-2.953532e+05
61	-2.960762e+05	2.047876e-15	-2.960762e+05
62	-2.962955e+05	2.048198e-15	-2.962955e+05
63	-2.961504e+05	2.045523e-15	-2.961504e+05
64	-2.957239e+05	2.040431e-15	-2.957239e+05
65	-2.951913e+05	2.036389e-15	-2.951913e+05
66	-2.949967e+05	2.037553e-15	-2.949967e+05
67	-2.954588e+05	2.046213e-15	-2.954588e+05
68	-2.966795e+05	2.060495e-15	-2.966795e+05
69	-2.980982e+05	2.072420e-15	-2.980982e+05
70	-2.989442e+05	2.077995e-15	-2.989442e+05
71	-2.993182e+05	2.080677e-15	-2.993182e+05
72	-2.993985e+05	2.078784e-15	-2.993985e+05
73	-2.989401e+05	2.072948e-15	-2.989401e+05
74	-2.984094e+05	2.069959e-15	-2.984094e+05
75	-2.983578e+05	2.071305e-15	-2.983578e+05
76	-2.985827e+05	2.073878e-15	-2.985827e+05
77	-2.988196e+05	2.075687e-15	-2.988196e+05
78	-2.989928e+05	2.078236e-15	-2.989928e+05
79	-2.993949e+05	2.083041e-15	-2.993949e+05
80	-2.997785e+05	2.084524e-15	-2.997785e+05
81	-2.996788e+05	2.082481e-15	-2.996788e+05
82	-2.994969e+05	2.082140e-15	-2.994969e+05
83	-2.996122e+05	2.084895e-15	-2.996122e+05
84	-2.999508e+05	2.087984e-15	-2.999508e+05
85	-3.001507e+05	2.089027e-15	-3.001507e+05
86	-3.001943e+05	2.089819e-15	-3.001943e+05
87	-3.003700e+05	2.092608e-15	-3.003700e+05
88	-3.006774e+05	2.095136e-15	-3.006774e+05
89	-3.009154e+05	2.098040e-15	-3.009154e+05
90	-3.012419e+05	2.100566e-15	-3.012419e+05
91	-3.012552e+05	2.097695e-15	-3.012552e+05
92	-3.007082e+05	2.091638e-15	-3.007082e+05
93	-3.002470e+05	2.089424e-15	-3.002470e+05
94	-3.002126e+05	2.089629e-15	-3.002126e+05
95	-3.001081e+05	2.086403e-15	-3.001081e+05
96	-2.995901e+05	2.080990e-15	-2.995901e+05
97	-2.991568e+05	2.078828e-15	-2.991568e+05
98	-2.991495e+05	2.080760e-15	-2.991495e+05
99	-2.995012e+05	2.085518e-15	-2.995012e+05
100	-3.000603e+05	2.091257e-15	-3.000603e+05
101	-3.005468e+05	2.094665e-15	-3.005468e+05
102	-3.007526e+05	2.096456e-15	-3.007526e+05
103	-3.009669e+05	2.098876e-15	-3.009669e+05
104	-3.011716e+05	2.100309e-15	-3.011716e+05
105	-3.012360e+05	2.099833e-15	-3.012360e+05
106	-3.010968e+05	2.098436e-15	-3.010968e+05
107	-3.010415e+05	2.098817e-15	-3.010415e+05
108	-3.011473e+05	2.100599e-15	-3.011473e+05
109	-3.013769e+05	2.103309e-15	-3.013769e+05
110	-3.016148e+05	2.105166e-15	-3.016148e+05
111	-3.017366e+05	2.106540e-15	-3.017366e+05
112	-3.019178e+05	2.108465e-15	-3.019178e+05
113	-3.020515e+05	2.108850e-15	-3.020515e+05
114	-3.019810e+05	2.107153e-15	-3.019810e+05
115	-3.017036e+05	2.103521e-15	-3.017036e+05
116	-3.013016e+05	2.100204e-15	-3.013016e+05
117	-3.011725e+05	2.101762e-15	-3.011725e+05
118	-3.016030e+05	2.107722e-15	-3.016030e+05
119	-3.022283e+05	2.113498e-15	-3.022283e+05
